Ref,Step no,Step,Substep — still to do,Actor,Mode,Precondition,Substep — done,Column,Kind,Outcome,Audience,Surface,Text,Built
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Written to the trail when it works,trail row,works,,,feedback_translation paired to its original — 4 of 5,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Written to the trail when it works,trail row,works,,,feedback_translation paired to its original — 5 of 5,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it works,message,works,Translator,operator portal,the file appears beside the original it translates,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it works,message,works,Admin,operator portal,“Every original has a translation.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it works,message,works,Translator,operator portal,“All 1 translated.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it works,message,works,Translator,operator portal,“All 2 translated.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it works,message,works,Translator,operator portal,“All 3 translated.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it works,message,works,Translator,operator portal,“All 4 translated.”,no
12b,12,Translating,Upload Translation,Translator,manual,manual — uploads each file against its original,Translation Uploaded,Shown to someone when it works,message,works,Translator,operator portal,“All 5 translated.”,no
13a,13,Translated,Inform Admin,System,automated,automated — fires when the last translation lands,Admin Informed,Written to the trail when it fails,trail row,fails,,,⑦ translated → Admin failed,no
13a,13,Translated,Inform Admin,System,automated,automated — fires when the last translation lands,Admin Informed,Written to the trail when it fails,trail row,fails,,,⑦ translated → Admin bounced,no
13a,13,Translated,Inform Admin,System,automated,automated — fires when the last translation lands,Admin Informed,Shown to someone when it fails,message,fails,Admin,operator portal,a banner on the row — “The translation notice bounced.”,no
13a,13,Translated,Inform Admin,System,automated,automated — fires when the last translation lands,Admin Informed,Written to the trail when it works,trail row,works,,,⑦ translated → Admin,no
13a,13,Translated,Inform Admin,System,automated,automated — fires when the last translation lands,Admin Informed,Written to the trail when it works,trail row,works,,,⑦ translated → Admin delivered,no
13a,13,Translated,Inform Admin,System,automated,automated — fires when the last translation lands,Admin Informed,Shown to someone when it works,message,works,Admin,email,⑦ the translation is back,no
13b,13,Translated,Inform Translator,System,automated,automated — fires when the last translation lands,Translator Informed,Written to the trail when it fails,trail row,fails,,,⑦ received → translator failed,no
13b,13,Translated,Inform Translator,System,automated,automated — fires when the last translation lands,Translator Informed,Written to the trail when it fails,trail row,fails,,,⑦ received → translator bounced — hard,no
13b,13,Translated,Inform Translator,System,automated,automated — fires when the last translation lands,Translator Informed,Written to the trail when it fails,trail row,fails,,,⑦ received → translator bounced — soft,no
13b,13,Translated,Inform Translator,System,automated,automated — fires when the last translation lands,Translator Informed,Written to the trail when it fails,trail row,fails,,,⑦ received → translator bounced,no
13b,13,Translated,Inform Translator,System,automated,automated — fires when the last translation lands,Translator Informed,Written to the trail when it fails,trail row,fails,,,⑦ received → translator complained,no
13b,13,Translated,Inform Translator,System,automated,automated — fires when the last translation lands,Translator Informed,Shown to someone when it fails,message,fails,Admin,operator portal,a banner on the row — “The translator’s receipt bounced. They don’t know the translation arrived.”,no
13b,13,Translated,Inform Translator,System,automated,automated — fires when the last translation lands,Translator Informed,Written to the trail when it works,trail row,works,,,⑦ received → translator,no
13b,13,Translated,Inform Translator,System,automated,automated — fires when the last translation lands,Translator Informed,Written to the trail when it works,trail row,works,,,⑦ received → translator delivered,no
13b,13,Translated,Inform Translator,System,automated,automated — fires when the last translation lands,Translator Informed,Shown to someone when it works,message,works,Translator,email,⑦ we have your translation,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Written to the trail when it fails,trail row,fails,,,⑦ approved → translator failed,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Written to the trail when it fails,trail row,fails,,,⑦ approved → translator bounced — hard,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Written to the trail when it fails,trail row,fails,,,⑦ approved → translator bounced — soft,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Written to the trail when it fails,trail row,fails,,,⑦ approved → translator bounced,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Written to the trail when it fails,trail row,fails,,,⑦ approved → translator complained,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Written to the trail when it fails,trail row,fails,,,⑦ returned → translator failed,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Written to the trail when it fails,trail row,fails,,,⑦ returned → translator bounced — hard,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Written to the trail when it fails,trail row,fails,,,⑦ returned → translator bounced — soft,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Written to the trail when it fails,trail row,fails,,,⑦ returned → translator bounced,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Written to the trail when it fails,trail row,fails,,,⑦ returned → translator complained,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Shown to someone when it fails,message,fails,Admin,operator portal,“There’s nothing in the translated folder to assess.”,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Shown to someone when it fails,message,fails,Admin,operator portal,“Say why it’s going back — the translator only gets what you write here.”,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Shown to someone when it fails,message,fails,Admin,operator portal,“That didn’t go through — try again.”,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Written to the trail when it works,trail row,works,,,translation approved — every original covered. Proceeding to Step 14,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Written to the trail when it works,trail row,works,,,translation rejected — sent back for rework. Returning to Step 12,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Written to the trail when it works,trail row,works,,,⑦ approved → translator,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Written to the trail when it works,trail row,works,,,⑦ approved → translator delivered,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Written to the trail when it works,trail row,works,,,⑦ returned → translator,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Written to the trail when it works,trail row,works,,,⑦ returned → translator delivered,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Shown to someone when it works,message,works,Admin,operator portal,“Approved — moving to Step 14.”,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Shown to someone when it works,message,works,Admin,operator portal,“Returned for rework — back to Step 12.”,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Shown to someone when it works,message,works,Translator,email,⑦ your translation was approved,no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Shown to someone when it works,message,works,Translator,email,"⑦ your translation was returned, with the reason",no
13c,13,Translated,Assess Translation,Admin,manual,"manual — approves the translation, or returns it with a reason",Translation Assessed,Shown to someone when it works,message,works,Translator,operator portal,“This came back — see the note and re-upload.”,no
14a,14,Deliver,Update Client,System,automated,automated — fires only when arriving from step 13; untranslated feedback skips it,Client Updated,Written to the trail when it fails,trail row,fails,,,client status update failed — the page still shows the previous line,no
14a,14,Deliver,Update Client,System,automated,automated — fires only when arriving from step 13; untranslated feedback skips it,Client Updated,Shown to someone when it fails,message,fails,Admin,operator portal,“The client’s status page didn’t update — it still shows the previous step.”,no
14a,14,Deliver,Update Client,System,automated,automated — fires only when arriving from step 13; untranslated feedback skips it,Client Updated,Written to the trail when it works,trail row,works,,,client status — “Your feedback has been translated.”,no
14a,14,Deliver,Update Client,System,automated,automated — fires only when arriving from step 13; untranslated feedback skips it,Client Updated,Shown to someone when it works,message,works,Customer,status page,“Your feedback has been translated.”,no
14b,14,Deliver,Release Feedback,Admin,manual,manual — chooses the set and releases it,Feedback Released,Written to the trail when it fails,trail row,fails,,,release refused — nothing in the feedback folder,no
14b,14,Deliver,Release Feedback,Admin,manual,manual — chooses the set and releases it,Feedback Released,Written to the trail when it fails,trail row,fails,,,release refused — no set chosen,no
14b,14,Deliver,Release Feedback,Admin,manual,manual — chooses the set and releases it,Feedback Released,Written to the trail when it fails,trail row,fails,,,release refused — already delivered,no
14b,14,Deliver,Release Feedback,Admin,manual,manual — chooses the set and releases it,Feedback Released,Written to the trail when it fails,trail row,fails,,,release failed — the delivery stamp didn’t land,no
14b,14,Deliver,Release Feedback,Admin,manual,manual — chooses the set and releases it,Feedback Released,Shown to someone when it fails,message,fails,Admin,operator portal,“There is no feedback file to send yet.”,no
14b,14,Deliver,Release Feedback,Admin,manual,manual — chooses the set and releases it,Feedback Released,Shown to someone when it fails,message,fails,Admin,operator portal,“Choose which set the client receives.”,no
14b,14,Deliver,Release Feedback,Admin,manual,manual — chooses the set and releases it,Feedback Released,Shown to someone when it fails,message,fails,Admin,operator portal,“This has already been sent. Reload to see where it is.”,no
14b,14,Deliver,Release Feedback,Admin,manual,manual — chooses the set and releases it,Feedback Released,Shown to someone when it fails,message,fails,Admin,operator portal,“That didn’t go through — try again.”,no
14b,14,Deliver,Release Feedback,Admin,manual,manual — chooses the set and releases it,Feedback Released,Written to the trail when it works,trail row,works,,,approved — original set released,no
14b,14,Deliver,Release Feedback,Admin,manual,manual — chooses the set and releases it,Feedback Released,Written to the trail when it works,trail row,works,,,approved — translated set released,no
14b,14,Deliver,Release Feedback,Admin,manual,manual — chooses the set and releases it,Feedback Released,Written to the trail when it works,trail row,works,,,approved — both sets released,no
14b,14,Deliver,Release Feedback,Admin,manual,manual — chooses the set and releases it,Feedback Released,Written to the trail when it works,trail row,works,,,delivered — the client may now collect. Proceeding to 14c,no
14b,14,Deliver,Release Feedback,Admin,manual,manual — chooses the set and releases it,Feedback Released,Written to the trail when it works,trail row,works,,,retention backstop started — 90 days from delivery,no
14b,14,Deliver,Release Feedback,Admin,manual,manual — chooses the set and releases it,Feedback Released,Shown to someone when it works,message,works,Admin,operator portal,the row moves to Delivered,yes
14b,14,Deliver,Release Feedback,Admin,manual,manual — chooses the set and releases it,Feedback Released,Shown to someone when it works,message,works,Admin,operator portal,“Released — the client is being emailed.”,no
14b,14,Deliver,Release Feedback,Admin,manual,manual — chooses the set and releases it,Feedback Released,Shown to someone when it works,message,works,Admin,operator portal,“Kept until {date} unless they collect sooner.”,no
14c,14,Deliver,Send Feedback,System,automated,automated — fires on release,Feedback Sent,Written to the trail when it fails,trail row,fails,,,⑧ feedback ready → customer failed,yes
14c,14,Deliver,Send Feedback,System,automated,automated — fires on release,Feedback Sent,Written to the trail when it fails,trail row,fails,,,⑧ feedback ready → customer bounced — hard,yes
14c,14,Deliver,Send Feedback,System,automated,automated — fires on release,Feedback Sent,Written to the trail when it fails,trail row,fails,,,⑧ feedback ready → customer bounced — soft,yes
14c,14,Deliver,Send Feedback,System,automated,automated — fires on release,Feedback Sent,Written to the trail when it fails,trail row,fails,,,⑧ feedback ready → customer bounced,yes
14c,14,Deliver,Send Feedback,System,automated,automated — fires on release,Feedback Sent,Written to the trail when it fails,trail row,fails,,,⑧ feedback ready → customer complained,yes
14c,14,Deliver,Send Feedback,System,automated,automated — fires on release,Feedback Sent,Shown to someone when it fails,message,fails,Admin,operator portal,a banner on the row — “{customer} never received this. They don’t know it’s ready.”,no
14c,14,Deliver,Send Feedback,System,automated,automated — fires on release,Feedback Sent,Written to the trail when it works,trail row,works,,,⑧ feedback ready → customer,yes
14c,14,Deliver,Send Feedback,System,automated,automated — fires on release,Feedback Sent,Written to the trail when it works,trail row,works,,,⑧ feedback ready → customer delivered,yes
14c,14,Deliver,Send Feedback,System,automated,automated — fires on release,Feedback Sent,Shown to someone when it works,message,works,Customer,email,"⑧ feedback ready, stating the retention window",yes
14d,14,Deliver,Update Client,System,automated,automated — fires on release,Client Updated,Written to the trail when it fails,trail row,fails,,,client status update failed — the page still shows the previous line,no
14d,14,Deliver,Update Client,System,automated,automated — fires on release,Client Updated,Shown to someone when it fails,message,fails,Admin,operator portal,“The client’s status page didn’t update — it still shows the previous step.”,no
14d,14,Deliver,Update Client,System,automated,automated — fires on release,Client Updated,Written to the trail when it works,trail row,works,,,client status — “Your feedback is ready to collect.”,no
14d,14,Deliver,Update Client,System,automated,automated — fires on release,Client Updated,Shown to someone when it works,message,works,Customer,status page,“Your feedback is ready to collect.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it fails,trail row,fails,,,"customer fetch refused — 410, the folder was swept",yes
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it fails,trail row,fails,,,"customer fetch refused — 401, the session had expired",no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it fails,trail row,fails,,,"customer fetch refused — 403, a different party asked",no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it fails,trail row,fails,,,customer fetch failed — storage unreachable,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it fails,trail row,fails,,,customer fetch stopped partway,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it fails,trail row,fails,,,customer pack build failed — too large to archive,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it fails,trail row,fails,,,customer never collected — 48h after hand-off,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it fails,trail row,fails,,,"customer still incomplete — 1 of 2, 48h after hand-off",no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it fails,trail row,fails,,,"customer still incomplete — 1 of 3, 48h after hand-off",no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it fails,trail row,fails,,,"customer still incomplete — 1 of 4, 48h after hand-off",no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it fails,trail row,fails,,,"customer still incomplete — 1 of 5, 48h after hand-off",no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it fails,trail row,fails,,,"customer still incomplete — 2 of 3, 48h after hand-off",no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it fails,trail row,fails,,,"customer still incomplete — 2 of 4, 48h after hand-off",no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it fails,trail row,fails,,,"customer still incomplete — 2 of 5, 48h after hand-off",no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it fails,trail row,fails,,,"customer still incomplete — 3 of 4, 48h after hand-off",no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it fails,trail row,fails,,,"customer still incomplete — 3 of 5, 48h after hand-off",no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it fails,trail row,fails,,,"customer still incomplete — 4 of 5, 48h after hand-off",no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it fails,message,fails,Customer,status page,“That file is no longer available.”,yes
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it fails,message,fails,Customer,status page,“Your session has expired. Please sign in again.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it fails,message,fails,Customer,status page,“This submission isn’t assigned to you.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it fails,message,fails,Customer,status page,“We couldn’t reach storage. Please try again in a moment.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it fails,message,fails,Customer,status page,“That download didn’t finish — try it again.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it fails,message,fails,Customer,status page,“We couldn’t build the archive. Download the files individually.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,"“The customer hasn’t collected anything, 48h after hand-off.”",no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,“The customer has 1 of 2 files.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,“The customer has 1 of 3 files.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,“The customer has 1 of 4 files.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,“The customer has 1 of 5 files.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,“The customer has 2 of 3 files.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,“The customer has 2 of 4 files.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,“The customer has 2 of 5 files.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,“The customer has 3 of 4 files.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,“The customer has 3 of 5 files.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,“The customer has 4 of 5 files.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it works,trail row,works,,,customer collected — 1 of 1,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it works,trail row,works,,,customer collected — 1 of 2,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it works,trail row,works,,,customer collected — 1 of 3,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it works,trail row,works,,,customer collected — 1 of 4,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it works,trail row,works,,,customer collected — 1 of 5,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it works,trail row,works,,,customer collected — 2 of 2,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it works,trail row,works,,,customer collected — 2 of 3,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it works,trail row,works,,,customer collected — 2 of 4,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it works,trail row,works,,,customer collected — 2 of 5,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it works,trail row,works,,,customer collected — 3 of 3,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it works,trail row,works,,,customer collected — 3 of 4,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it works,trail row,works,,,customer collected — 3 of 5,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it works,trail row,works,,,customer collected — 4 of 4,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it works,trail row,works,,,customer collected — 4 of 5,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it works,trail row,works,,,customer collected — 5 of 5,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Written to the trail when it works,trail row,works,,,customer collected in one pack,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it works,message,works,Customer,status page,the file downloads,yes
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it works,message,works,Customer,status page,“Your file downloaded — you have the complete set.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it works,message,works,Customer,status page,“All 2 files downloaded — you have the complete set.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it works,message,works,Customer,status page,“All 3 files downloaded — you have the complete set.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it works,message,works,Customer,status page,“All 4 files downloaded — you have the complete set.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it works,message,works,Customer,status page,“All 5 files downloaded — you have the complete set.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it works,message,works,Admin,operator portal,“The customer has started — first file collected.”,no
14e,14,Deliver,Customer Downloads,Customer,manual,manual — collects from the status page,Customer Downloaded,Shown to someone when it works,message,works,Admin,operator portal,“The customer has the complete set.”,no
15a,15,Collected,Inform Admin,System,automated,automated — fires on the customer's first collection,Admin Informed,Written to the trail when it fails,trail row,fails,,,⑨ collected → Admin failed,yes
15a,15,Collected,Inform Admin,System,automated,automated — fires on the customer's first collection,Admin Informed,Written to the trail when it fails,trail row,fails,,,⑨ collected → Admin bounced — hard,yes
15a,15,Collected,Inform Admin,System,automated,automated — fires on the customer's first collection,Admin Informed,Written to the trail when it fails,trail row,fails,,,⑨ collected → Admin bounced — soft,yes
15a,15,Collected,Inform Admin,System,automated,automated — fires on the customer's first collection,Admin Informed,Written to the trail when it fails,trail row,fails,,,⑨ collected → Admin bounced,yes
15a,15,Collected,Inform Admin,System,automated,automated — fires on the customer's first collection,Admin Informed,Written to the trail when it fails,trail row,fails,,,⑨ collected → Admin complained,yes
15a,15,Collected,Inform Admin,System,automated,automated — fires on the customer's first collection,Admin Informed,Shown to someone when it fails,message,fails,Admin,operator portal,a banner on the row — “The collection notice bounced.”,no
15a,15,Collected,Inform Admin,System,automated,automated — fires on the customer's first collection,Admin Informed,Written to the trail when it works,trail row,works,,,⑨ collected → Admin,yes
15a,15,Collected,Inform Admin,System,automated,automated — fires on the customer's first collection,Admin Informed,Written to the trail when it works,trail row,works,,,⑨ collected → Admin delivered,yes
15a,15,Collected,Inform Admin,System,automated,automated — fires on the customer's first collection,Admin Informed,Shown to someone when it works,message,works,Admin,email,⑨ collected — the customer has it,yes
15b,15,Collected,Update Client,System,automated,automated — fires on the customer's first collection,Client Updated,Written to the trail when it fails,trail row,fails,,,client status update failed — the page still shows the previous line,no
15b,15,Collected,Update Client,System,automated,automated — fires on the customer's first collection,Client Updated,Shown to someone when it fails,message,fails,Admin,operator portal,“The client’s status page didn’t update — it still shows the previous step.”,no
15b,15,Collected,Update Client,System,automated,automated — fires on the customer's first collection,Client Updated,Written to the trail when it works,trail row,works,,,client status — “Thanks — you've collected your feedback.”,no
15b,15,Collected,Update Client,System,automated,automated — fires on the customer's first collection,Client Updated,Shown to someone when it works,message,works,Customer,status page,“Thanks — you've collected your feedback.”,no
15c,15,Collected,Mark Resolved,Admin,manual,manual — closes the job,Marked Resolved,Shown to someone when it fails,message,fails,Admin,operator portal,“That didn’t go through — try again.”,no
15c,15,Collected,Mark Resolved,Admin,manual,manual — closes the job,Marked Resolved,Written to the trail when it works,trail row,works,,,resolved by an admin,no
15c,15,Collected,Mark Resolved,Admin,manual,manual — closes the job,Marked Resolved,Written to the trail when it works,trail row,works,,,resolved — retention clock set to {date},no
15c,15,Collected,Mark Resolved,Admin,manual,manual — closes the job,Marked Resolved,Shown to someone when it works,message,works,Admin,operator portal,the row moves to Resolved,yes
16a,16,Resolved,Send Thank-You,System,automated,automated — fires on resolve,Thank-You Sent,Written to the trail when it fails,trail row,fails,,,⑩ thank you → customer failed,yes
16a,16,Resolved,Send Thank-You,System,automated,automated — fires on resolve,Thank-You Sent,Written to the trail when it fails,trail row,fails,,,⑩ thank you → customer bounced — hard,yes
16a,16,Resolved,Send Thank-You,System,automated,automated — fires on resolve,Thank-You Sent,Written to the trail when it fails,trail row,fails,,,⑩ thank you → customer bounced — soft,yes
16a,16,Resolved,Send Thank-You,System,automated,automated — fires on resolve,Thank-You Sent,Written to the trail when it fails,trail row,fails,,,⑩ thank you → customer bounced,yes
16a,16,Resolved,Send Thank-You,System,automated,automated — fires on resolve,Thank-You Sent,Written to the trail when it fails,trail row,fails,,,⑩ thank you → customer complained,yes
16a,16,Resolved,Send Thank-You,System,automated,automated — fires on resolve,Thank-You Sent,Shown to someone when it fails,message,fails,Admin,operator portal,a banner on the row — “The thank-you bounced.”,no
16a,16,Resolved,Send Thank-You,System,automated,automated — fires on resolve,Thank-You Sent,Written to the trail when it works,trail row,works,,,⑩ thank you → customer,yes
16a,16,Resolved,Send Thank-You,System,automated,automated — fires on resolve,Thank-You Sent,Written to the trail when it works,trail row,works,,,⑩ thank you → customer delivered,yes
16a,16,Resolved,Send Thank-You,System,automated,automated — fires on resolve,Thank-You Sent,Shown to someone when it works,message,works,Customer,email,"⑩ thank you, carrying the deletion date",yes
16b,16,Resolved,Update Client,System,automated,automated — fires on resolve,Client Updated,Written to the trail when it fails,trail row,fails,,,client status update failed — the page still shows the previous line,no
16b,16,Resolved,Update Client,System,automated,automated — fires on resolve,Client Updated,Shown to someone when it fails,message,fails,Admin,operator portal,“The client’s status page didn’t update — it still shows the previous step.”,no
16b,16,Resolved,Update Client,System,automated,automated — fires on resolve,Client Updated,Written to the trail when it works,trail row,works,,,client status — “Resolved. Your files are kept until {date}.”,no
16b,16,Resolved,Update Client,System,automated,automated — fires on resolve,Client Updated,Shown to someone when it works,message,works,Customer,status page,“Resolved. Your files are kept until {date}.”,no
